fake_column_1,fake_column_2,fake_column_3,fake_column_4
7,39,87,60
78,21,80,86
79,84,40,72
56,53,6,5
47,69,1,81
12,41,73,60
26,1,59,59
90,23,74,61
88,13,46,17
79,36,7,29
58,47,0,48
48,75,45,34
93,16,20,94
81,62,95,97
5,83,92,9
77,27,34,29
53,10,23,53
83,96,62,76
21,31,43,3
43,83,75,72
49,63,51,3
30,83,64,70
5,66,85,7
95,60,48,75
3,29,87,31
75,89,28,15
62,78,24,68
31,26,16,92
51,75,92,17
81,14,36,19
18,21,13,84
26,86,26,33
42,35,80,75
1,78,67,94
27,0,64,84
25,81,15,74
100,30,73,74
21,73,85,35
22,30,23,37
15,49,81,88
94,19,72,48
36,48,24,18
1,3,16,45
60,48,25,13
30,92,22,41
63,14,94,17
84,85,14,63
44,55,38,48
72,91,29,37
18,96,46,83
23,74,6,78
31,70,31,60
65,36,74,64
13,83,36,66
90,76,25,31
42,31,88,58
27,88,7,30
79,15,25,32
60,40,48,23
0,24,89,2
27,68,21,15
94,5,13,2
11,23,84,60
61,74,65,93
65,58,69,63
91,54,63,58
33,38,38,57
57,9,5,13
10,5,43,42
99,60,69,62
90,64,98,30
37,75,10,22
13,92,16,28
87,61,92,91
33,67,86,13
5,11,74,30
50,43,74,74
6,35,3,55
57,35,26,25
48,9,90,14
73,21,55,5
75,89,59,80
100,55,22,68
31,7,78,18
13,30,91,42
95,37,55,0
67,76,86,78
83,11,96,93
21,85,92,51
37,64,8,73
34,80,32,76
82,71,2,5
67,65,21,86
55,19,12,79
67,22,41,66
59,39,93,92
99,10,57,23
23,97,6,84
97,96,64,22
36,60,82,59
79,66,72,89
13,66,81,23
65,29,55,21
32,93,40,54
52,74,95,71
93,73,87,16
0,81,8,80
68,53,31,65
44,16,95,45
33,17,97,41
81,48,54,14
68,8,58,63
27,33,47,56
0,51,82,56
74,46,90,63
73,37,79,14
64,75,9,71
70,13,48,73
49,12,73,56
62,88,95,48
34,7,57,9
49,8,28,55
88,62,26,85
55,33,38,23
12,74,40,100
40,59,50,33
72,32,83,39
68,87,34,23
65,21,23,62
21,37,10,89
93,62,48,16
47,100,30,79
24,26,89,3
94,4,36,87
12,80,36,90
97,1,22,0
43,69,95,70
21,54,65,47
19,35,46,51
29,44,88,95
44,24,26,12
23,69,63,40
48,36,79,13
37,55,6,13
21,47,76,95
96,64,36,56
73,25,25,92
61,69,13,4
8,99,32,76
19,40,82,40
84,46,87,41
58,91,94,77
10,55,97,26
98,0,68,41
62,80,88,77
67,63,22,69
74,99,66,20
47,77,51,91
95,1,74,9
16,91,34,29
42,80,49,61
53,48,16,43
73,62,19,39
6,40,85,96
79,94,0,59
65,60,20,52
84,20,74,38
23,4,64,68
59,91,45,24
56,4,8,20
28,44,83,21
5,80,1,55
33,16,28,56
28,79,75,45
86,40,44,59
55,72,67,3
91,47,81,12
62,49,83,77
28,14,91,63
30,17,47,94
76,75,6,46
57,44,62,61
25,32,33,51
34,35,2,50
82,52,13,100
52,14,2,82
86,85,25,54
59,21,5,68
84,72,31,39
92,78,14,65
29,38,53,95
78,33,1,8
94,61,31,83
21,37,1,56
11,8,18,14
72,0,21,0
77,89,78,100
11,41,63,82
3,88,62,11
46,87,55,69
88,80,3,42
28,85,33,78
49,2,45,47
36,5,80,15
31,61,82,28
35,54,89,99
80,33,60,82
47,30,11,50
0,23,51,7
70,21,24,62
87,99,1,74
19,89,53,7
35,28,70,6
36,72,55,92
96,14,39,3
54,99,83,71
32,86,36,34
37,78,31,52
56,87,35,98
30,74,61,84
16,96,70,92
95,55,98,62
43,54,99,22
42,23,3,3
31,10,96,19
91,7,80,12
53,62,31,14
5,31,42,51
14,100,34,97
93,86,67,58
97,19,52,95
91,54,71,74
78,30,86,53
58,56,97,12
28,44,24,71
87,84,37,34
95,73,94,95
2,47,62,68
17,49,55,13
14,95,44,98
37,90,30,43
25,97,34,99
99,61,90,14
35,65,86,86
95,66,59,17
65,12,6,8
64,81,91,40
6,55,26,50
80,94,38,10
77,87,41,65
6,56,55,45
85,72,30,40
30,46,35,31
27,20,81,14
92,71,52,58
10,49,84,66
18,6,0,12
44,61,2,43
48,82,34,69
27,24,34,71
72,85,97,71
63,93,50,25
11,20,32,62
28,5,16,89
19,33,36,5
81,16,45,70
81,92,45,37
61,9,95,18
1,60,2,22
41,97,95,93
48,63,15,75
55,62,62,34
24,53,44,69
11,66,44,20
54,1,98,89
24,26,52,20
42,63,6,48
26,59,0,42
22,64,59,78
85,13,0,1
65,5,1,97
62,5,37,96
0,29,91,32
10,46,45,16
21,89,95,12
15,16,50,33
86,28,11,81
94,80,33,86
94,21,77,49
90,78,34,51
50,91,5,72
39,59,72,100
12,11,16,18
44,31,12,54
90,90,64,100
94,14,33,61
98,51,17,24
30,57,68,83
6,57,12,27
93,23,65,72
35,95,97,77
94,96,61,70
51,96,5,65
80,32,70,68
70,27,28,52
36,23,54,80
83,34,77,46
62,73,77,93
15,85,53,36
40,45,83,31
48,46,2,64
84,82,10,98
12,93,68,92
45,71,58,92
30,63,66,7
67,19,74,39
86,31,5,36
90,38,59,25
63,93,10,61
31,61,73,25
5,42,46,53
35,39,68,23
84,0,30,9
63,2,43,15
13,9,43,18
75,2,44,63
71,26,74,6
63,40,60,84
94,8,60,66
61,31,75,50
88,39,26,79
97,75,41,28
3,60,4,63
2,77,49,97
17,56,18,44
100,66,5,24
12,74,90,42
78,67,29,45
96,84,25,50
60,96,51,97
57,26,52,53
20,12,99,35
52,92,56,99
68,33,24,37
15,58,4,79
97,95,74,65
8,98,80,34
77,33,2,59
86,13,54,3
28,64,46,98
59,48,15,86
25,93,72,61
8,18,45,82
50,63,92,99
45,100,49,27
69,63,0,2
42,63,51,87
83,11,70,57
91,19,80,86
9,98,52,3
55,28,3,66
95,49,98,7
43,23,88,17
88,97,48,50
63,76,65,13
45,44,75,90
83,38,51,76
71,42,10,12
35,69,87,18
55,48,39,59
34,82,62,69
88,62,10,72
34,93,76,93
82,86,71,5
90,70,34,67
58,8,30,87
36,36,7,80
49,90,28,96
27,79,88,76
48,16,7,60
69,21,44,49
89,49,19,36
84,64,36,0
84,5,0,98
9,40,28,42
82,41,74,4
72,36,63,48
14,16,19,70
48,44,78,58
46,11,23,46
10,8,33,76
94,20,69,62
71,66,67,56
4,88,50,14
54,93,83,89
54,73,98,85
89,9,83,15
73,28,19,60
40,22,93,59
49,76,22,40
27,76,37,37
98,62,28,89
28,39,90,55
37,16,10,56
73,21,20,77
97,65,26,98
23,46,45,39
35,74,24,15
83,36,51,15
98,33,59,36
61,19,25,67
52,85,74,77
13,100,53,58
67,86,10,20
76,63,65,21
67,34,29,51
61,85,36,58
80,19,86,84
33,43,67,24
79,53,5,66
86,4,86,81
1,42,22,14
50,31,81,64
85,55,59,10
84,22,44,0
86,51,33,88
49,28,48,87
4,100,29,41
36,83,83,91
87,86,22,95
89,48,98,30
6,27,4,46
34,31,21,95
62,66,11,93
79,44,7,27
35,44,18,37
64,50,32,97
49,9,29,41
44,100,87,11
59,93,92,63
91,4,86,61
23,72,56,76
95,71,34,15
63,12,28,15
8,44,36,68
65,86,69,92
64,23,69,5
63,29,11,6
72,51,80,80
0,35,54,96
59,48,61,56
59,84,59,97
76,9,2,3
42,45,13,86
12,47,32,13
82,35,12,77
14,56,70,12
12,11,32,55
18,30,82,62
37,85,78,4
92,95,78,3
98,28,54,53
5,58,29,45
70,30,74,77
6,28,97,81
14,23,69,69
36,27,98,33
8,69,61,91
27,73,85,55
64,63,83,14
73,34,59,40
32,87,20,60
46,74,19,29
68,2,22,14
84,83,81,88
100,37,30,56
25,35,99,70
28,1,53,59
76,74,4,16
22,9,1,2
80,50,77,29
74,43,100,89
84,24,50,78
81,70,77,66
13,36,93,32
94,80,12,48
9,93,57,21
27,69,98,94
87,29,39,92
96,97,74,24
38,67,59,29
6,41,95,99
100,6,48,7
56,32,55,66
67,38,10,69
62,46,39,85
80,67,41,79
53,53,41,91
49,92,39,71
87,18,67,78
65,88,34,31
56,76,83,34
39,2,17,57
71,20,78,64
91,34,38,92
49,88,40,85
33,45,13,75
54,92,61,61
62,84,7,60
61,61,22,92
17,58,88,38
28,86,42,98
49,80,87,80
93,93,44,23
5,23,100,26
86,43,58,82
66,23,86,93
14,35,6,43
59,6,63,10
30,54,97,81
20,37,20,62
75,70,33,3
100,41,10,58
93,31,53,76
88,89,83,88
26,7,78,87
27,56,71,65
73,43,49,90
49,67,25,77
95,96,83,42
81,84,11,60
64,26,27,59
55,13,72,84
73,31,66,89
89,7,1,72
42,16,62,42
67,96,84,85
9,5,12,95
37,97,6,41
14,56,75,28
14,58,19,36
28,94,3,37
49,29,24,40
66,97,46,16
18,6,80,48
40,96,14,87
64,13,10,36
2,8,79,91
8,52,28,76
25,51,46,3
99,23,59,64
69,66,92,97
5,87,60,96
60,7,91,20
91,34,23,86
80,30,47,53
75,99,76,91
46,86,74,5
61,46,10,30
77,75,18,17
58,22,26,34
41,99,88,87
33,93,63,29
79,100,20,70
46,78,15,83
0,16,36,98
43,61,23,69
19,60,16,99
66,63,54,80
88,5,86,28
1,5,53,60
11,43,41,53
84,21,67,87
94,52,5,42
52,46,58,51
69,23,6,29
56,80,88,13
60,83,33,39
52,50,77,8
1,11,47,56
86,79,72,72
72,90,3,2
49,98,84,61
13,70,63,47
38,21,85,48
14,1,56,91
56,72,13,64
29,23,24,19
54,81,81,95
51,6,51,36
88,73,90,54
57,60,34,83
23,97,5,93
97,48,80,31
31,22,23,17
57,30,51,55
83,59,48,64
6,25,13,25
39,1,17,30
8,74,35,72
48,98,89,52
50,11,52,93
14,76,23,46
42,2,31,3
65,44,76,60
76,50,30,14
74,47,96,72
32,67,53,16
90,12,100,48
75,73,11,34
46,85,7,92
19,28,23,65
68,90,77,94
47,46,69,97
70,53,52,78
23,81,31,50
70,52,79,14
65,14,10,32
45,92,24,27
60,35,44,57
73,34,29,17
51,4,54,9
89,36,93,51
17,69,66,46
86,19,27,46
88,25,67,2
56,89,31,83
34,34,86,60
33,49,78,23
98,78,36,16
79,6,29,69
77,0,48,23
86,41,88,20
73,89,6,4
39,25,90,67
42,89,39,82
79,97,78,75
98,100,80,29
20,94,83,69
49,58,64,48
89,68,89,56
51,94,92,92
14,89,90,36
13,29,6,88
26,76,39,75
93,31,64,20
75,54,59,93
23,80,98,9
73,46,12,29
5,94,39,5
1,32,48,85
64,39,2,21
29,32,81,78
97,96,39,28
26,25,100,43
66,14,100,44
12,49,19,9
65,58,50,54
32,69,89,59
6,71,11,99
78,69,34,72
72,2,90,37
78,8,19,67
24,0,11,23
92,68,89,96
8,90,8,8
18,16,1,56
98,58,27,89
44,62,10,42
36,7,75,85
78,71,35,10
39,40,45,54
87,83,36,70
84,20,36,86
25,6,0,6
16,52,55,45
51,15,79,23
28,14,85,85
44,69,10,7
100,59,93,0
45,63,17,19
57,0,26,35
41,57,47,1
54,87,33,53
73,34,18,100
92,74,95,34
41,71,35,61
2,49,85,44
33,44,42,11
3,95,40,5
0,33,76,30
46,67,57,71
26,36,31,22
73,13,20,46
45,98,44,11
83,83,61,85
96,89,72,42
17,33,45,23
31,13,99,46
41,52,10,98
6,33,14,33
54,67,79,97
1,24,14,62
88,60,97,90
81,97,6,38
94,25,48,29
32,23,16,59
32,72,14,34
40,81,45,48
40,5,92,66
40,74,93,49
73,17,68,30
26,65,49,86
82,68,57,9
69,59,51,34
97,19,3,1
77,32,67,9
83,15,24,47
76,0,98,12
36,3,26,38
20,81,58,76
86,13,22,20
51,66,73,56
97,30,32,79
18,95,61,0
50,11,85,21
54,56,50,85
69,5,96,37
76,79,53,5
52,35,75,42
24,82,91,64
66,43,57,76
75,16,88,60
86,34,61,32
56,52,37,20
26,12,0,76
31,23,86,89
88,42,77,25
18,12,9,26
87,81,69,39
91,47,55,90
17,23,49,70
36,2,85,26
45,32,73,26
72,74,84,2
38,7,87,18
34,40,14,12
88,13,17,71
99,17,78,2
72,86,39,43
31,68,66,50
25,96,86,39
73,98,34,20
24,76,30,98
16,67,59,25
78,70,50,7
16,28,65,62
76,66,94,38
29,38,22,50
51,48,43,68
68,3,58,39
13,66,10,60
22,42,41,25
32,58,10,38
25,8,12,11
93,13,70,30
92,89,75,81
61,24,38,63
85,13,99,69
34,73,7,40
80,51,14,71
68,94,63,77
94,80,15,3
73,95,98,2
59,57,79,56
4,93,70,61
73,62,61,66
40,13,30,90
38,88,36,3
69,94,2,25
93,31,58,57
18,90,53,10
11,42,55,38
17,96,65,38
94,90,55,55
71,0,2,67
89,82,1,58
20,51,61,75
40,92,76,69
57,65,59,51
51,2,72,9
72,56,67,26
36,74,71,91
49,35,3,9
70,43,74,15
22,34,89,100
85,18,84,63
64,19,26,65
67,94,27,99
9,37,1,16
8,83,100,63
38,59,93,75
79,32,19,57
24,68,51,16
50,45,57,68
8,2,99,93
86,68,59,19
21,85,91,54
57,84,54,28
88,85,60,93
41,68,27,32
100,58,43,10
0,87,3,4
12,94,23,94
82,69,70,19
95,63,14,48
94,35,22,83
10,62,34,17
57,94,18,34
6,90,43,46
18,52,52,10
94,45,33,63
8,19,24,86
32,92,85,39
9,73,9,75
45,85,32,65
95,99,18,6
98,26,9,54
92,24,3,68
19,48,81,53
64,44,18,21
62,66,11,72
82,52,78,98
89,7,18,53
58,23,88,6
94,67,82,6
44,81,30,73
63,50,18,55
64,70,93,97
71,74,57,76
14,22,12,9
31,17,13,55
13,72,50,26
99,64,45,91
62,28,69,64
85,4,1,73
71,18,57,42
25,52,15,64
9,75,4,31
39,55,95,95
23,98,88,93
88,54,72,35
79,13,25,78
10,38,39,3
63,4,31,20
25,1,24,46
81,41,20,58
83,11,76,40
76,39,56,65
7,41,74,41
49,63,14,17
41,63,67,38
24,87,42,29
3,2,42,31
83,43,7,90
24,52,23,1
50,22,54,62
64,60,37,26
63,23,71,51
73,62,3,52
34,8,23,76
98,67,52,36
85,17,22,33
52,83,7,92
85,41,70,60
14,86,32,56
61,17,15,40
20,40,85,67
79,24,79,64
61,83,54,64
5,90,46,93
13,64,19,53
10,79,61,62
11,92,20,91
51,71,76,50
78,50,39,28
94,7,24,95
53,60,35,80
37,61,61,45
86,53,53,81
37,66,51,76
17,4,26,28
95,34,84,96
59,8,81,24
83,71,0,35
50,17,74,32
84,19,19,10
10,42,55,42
26,40,73,41
54,92,34,78
1,59,16,69
90,71,45,94
95,26,92,72
20,42,80,46
50,89,7,51
79,48,38,66
68,2,15,52
77,12,80,58
9,50,3,47
18,80,96,67
74,76,33,25
28,10,19,40
48,13,99,82
66,15,23,12
8,56,26,34
3,22,69,5
52,80,61,6
83,97,93,98
56,21,2,93
26,92,32,82
88,6,16,54
57,83,78,58
99,91,81,40
58,93,43,36
97,92,88,46
57,53,70,35
10,59,100,80
70,83,66,65
44,46,29,50
63,72,45,19
67,50,38,55
90,42,46,71
45,63,100,27
89,87,2,93
42,72,5,42
1,100,91,25
76,49,77,41
16,29,44,21
59,89,41,61
46,73,58,46
57,8,18,79
88,3,17,90
9,52,51,47
11,62,84,10
61,93,76,67
50,67,14,54
84,8,90,85
21,95,44,82
38,72,98,25
12,56,1,46
41,93,5,55
1,96,60,74
40,80,1,48
9,14,94,40
75,21,12,65
14,14,61,54
23,49,57,79
84,90,86,11
88,84,84,4
39,84,5,96
49,60,24,65
24,94,9,59
84,7,96,5
6,84,13,91
38,55,80,39
21,52,91,31
100,50,42,40
56,91,48,72
82,2,19,25
26,56,55,78
94,22,14,35
43,32,44,92
2,94,67,71
34,75,4,10
28,29,6,18
1,38,10,67
100,33,2,33
47,99,11,9
61,80,95,14
21,16,3,25
13,1,85,45
9,24,50,2
12,85,100,10
96,90,20,49
3,80,57,78
29,99,49,66
35,15,30,58
48,93,21,54
73,99,50,46
85,63,84,85
59,48,34,24
6,20,14,5
89,21,64,7
68,74,55,60
51,41,65,85
95,30,9,25
50,42,66,60
5,78,11,68
62,90,89,47
60,20,64,33
38,76,25,8
71,73,76,18
99,22,50,9
67,17,63,15
5,62,73,98
10,42,17,90
64,75,98,67
56,46,38,53
60,53,82,87
51,21,94,83
47,70,93,29
24,64,57,20
53,29,86,39
26,94,20,2
5,10,52,39
84,66,93,26
40,36,61,32
92,74,27,49
96,19,86,45
35,10,37,26
58,57,76,59
28,82,55,91
19,71,38,13
18,0,88,5
32,65,22,17
68,15,13,86
10,77,73,47
19,58,100,15
27,18,43,5
90,0,18,53
73,52,32,53
11,45,61,41
11,74,10,33
51,72,55,29
61,31,78,0
1,65,77,17
18,84,84,71
33,70,80,48
46,62,1,26
73,30,20,63
72,78,97,50
0,2,57,20
49,43,43,66
3,74,49,24
87,87,0,4
90,27,25,85
69,43,77,74
3,0,36,78
23,44,32,31
76,76,85,37
33,59,10,86
96,67,64,92
52,62,54,45
23,61,43,68
67,18,73,42
58,62,26,28
50,91,27,56
71,77,26,24
30,95,51,47
31,89,42,47
65,62,8,87
94,60,63,40
90,45,61,39
88,44,37,19
30,19,55,84
60,60,18,93
17,50,25,51
99,59,16,44
4,97,98,2
61,22,26,75
100,47,10,51
42,31,4,87
39,73,19,97
3,75,92,10
97,59,4,39
69,2,74,65
76,89,97,65
10,84,0,72
57,93,6,31
22,14,26,54
77,69,51,75
18,91,94,88
65,25,59,76
6,3,28,40
85,64,3,60
76,57,61,12
57,52,41,7
54,94,8,68
30,36,37,42
58,1,37,71
89,66,58,49
39,80,91,52
17,66,95,28
61,46,21,95
17,10,37,70
69,98,52,93
38,11,50,23
91,51,1,41
69,62,52,92
66,66,84,5
40,26,53,9
94,58,39,17
46,93,4,51
39,37,35,78
33,41,8,84
77,66,24,14
47,50,55,18
97,37,38,33
89,81,40,30
84,64,94,89
79,47,10,87
43,13,78,78
37,95,72,19
39,49,10,30
5,16,5,92
82,25,71,25
40,98,80,98
35,58,0,13
88,96,73,4
75,87,34,98
62,75,3,84
98,32,30,41
49,28,9,42
83,52,69,59
56,74,14,96
23,48,61,17
60,5,66,32
45,18,28,85
30,32,17,92
50,84,88,36
65,83,10,94
74,77,16,14
53,14,47,14
70,87,67,95
73,42,30,72
55,76,27,57
99,88,26,58
67,56,96,20
92,81,55,69
87,10,76,87
10,45,66,56
62,47,6,21
79,25,78,19
80,96,22,41
27,71,15,2
94,19,5,91
27,13,19,96
27,1,83,64
16,68,35,3
24,39,21,50
90,53,65,14
87,98,22,70
79,91,48,34
27,78,53,24
53,49,3,61
51,32,58,1
36,11,73,3
65,41,79,4
73,38,10,8
38,98,7,15
99,14,64,78
78,23,24,95
60,8,87,58
67,87,94,11
55,21,43,68
7,77,44,69
53,50,25,40
10,10,53,58
9,21,84,69
4,53,31,23
45,27,71,0
78,81,41,44
59,31,67,80
0,80,42,40
88,93,74,3
36,52,21,45
58,31,32,94
94,95,75,94
78,19,42,28
46,30,62,65
41,72,33,46
19,100,26,74
96,37,25,6
17,6,97,51
17,59,83,43
15,21,21,80
75,81,15,36
59,10,74,34
26,82,15,7
47,26,76,18
72,54,80,12
4,47,96,9
100,77,29,11
39,55,18,60
98,38,94,98
81,94,62,16
73,88,63,25
31,82,75,7
24,40,94,40
71,49,29,32
32,20,49,72
17,39,83,5
74,62,38,52
83,93,24,16
93,85,26,55
63,43,61,95
72,8,8,22
30,90,23,63
12,73,64,59
72,86,77,71
84,33,49,61
64,1,23,83
57,53,53,32
17,30,24,37
71,6,12,78
92,81,43,77
21,30,21,13
36,86,21,38
9,14,37,72
27,50,2,45
10,0,41,82
71,28,51,6
19,49,28,16
19,92,6,40
88,11,17,88
18,57,94,7
17,32,29,66
58,58,41,99
75,39,44,72
80,79,26,21
61,74,16,91
72,74,12,55
50,61,61,79
35,60,50,5
54,90,34,62
100,68,95,20
80,73,23,11
51,79,42,41
100,30,30,64
97,80,67,51
44,67,90,80
84,76,3,77
24,19,26,55
19,60,60,41
25,15,46,63
47,78,69,0
81,60,40,96
96,15,96,52
81,44,63,23
32,47,18,7
10,36,22,27
77,87,13,73
44,42,29,45
46,5,49,38
58,52,71,0
86,82,84,13
73,62,99,2
2,73,77,54
78,14,19,61
75,93,46,93
10,0,18,76
45,26,24,57
16,37,90,27
42,52,51,95
94,25,98,34
0,54,6,87
22,38,82,67
79,44,51,48
7,91,54,75
33,46,55,65
61,60,36,3
37,58,4,39
49,92,96,8
54,52,35,12
52,20,52,79
12,72,0,100
28,66,100,25
68,65,0,16
54,73,49,97
42,35,81,74
94,6,15,78
100,50,69,26
57,50,31,75
93,84,66,26
45,53,75,16
34,99,89,52
18,71,100,62
17,76,23,36
69,75,75,31
37,73,74,56
81,91,58,21
62,75,88,65
96,45,30,25
93,40,53,44
41,74,36,23
63,89,41,79
83,50,69,52
7,69,14,100
51,50,25,18
87,17,88,68
4,95,53,54
52,58,93,64
18,4,98,68
91,66,82,8
50,99,49,53
44,31,52,97
67,67,88,81
79,10,57,15
23,39,68,80
26,9,54,29
70,62,20,56
42,66,57,42
78,98,46,82
3,93,38,24
16,87,39,13
90,35,51,76
50,19,55,55
42,100,27,20
44,56,65,48
10,25,32,98
69,44,58,63
71,6,8,0
32,3,22,4
55,25,9,2
83,65,30,38
74,75,99,8
22,46,57,59
89,87,100,32
34,39,83,15
33,48,20,98
27,96,32,68
84,9,52,71
21,70,4,30
49,4,62,94
51,17,85,22
91,57,25,32
9,41,75,15
36,4,34,29
39,15,4,72
60,84,95,89
63,82,22,5
36,89,35,50
69,23,21,47
68,89,10,8
14,63,95,11
1,8,91,50
46,93,83,91
23,28,70,19
65,41,92,0
86,14,25,94
19,77,16,30
75,92,27,14
50,64,99,26
50,79,0,44
1,86,55,50
88,48,53,17
33,50,69,76
31,32,96,75
86,12,62,31
67,28,67,65
45,35,49,45
50,68,57,20
46,86,30,69
95,0,62,8
18,24,10,93
38,85,68,24
85,12,3,6
81,72,63,12
11,74,35,59
93,46,68,98
70,15,99,26
87,88,27,99
94,13,12,28
13,50,10,77
4,53,7,15
12,35,32,33
29,13,34,58
46,28,78,34
33,53,51,16
89,48,3,85
91,89,84,16
61,68,51,3
66,62,11,98
73,32,97,51
15,100,27,88
99,20,96,2
63,42,90,64
89,63,83,33
79,42,68,19
72,81,15,2
85,33,92,22
62,5,89,84
44,41,22,70
73,90,75,3
43,86,96,10
29,1,87,54
98,10,12,36
5,55,16,29
19,52,98,85
75,3,10,9
8,50,82,80
32,69,2,82
55,69,2,57
12,48,44,89
1,21,50,13
7,74,35,84
39,20,19,5
99,41,39,5
32,61,9,79
38,11,15,26
29,75,36,18
35,98,37,93
97,98,9,23
39,76,33,86
73,36,36,97
55,86,42,32
85,95,37,41
29,88,44,6
58,79,63,80
90,75,61,25
62,91,25,84
80,32,71,31
64,74,52,43
48,99,14,85
85,60,49,61
43,69,89,67
17,34,75,63
77,74,58,62
69,76,72,16
44,14,10,11
97,34,2,76
7,74,92,87
94,63,52,49
77,100,41,97
18,95,60,34
18,58,96,26
93,66,71,71
9,23,55,82
91,96,56,36
20,6,91,34
11,94,20,4
45,92,87,7
58,21,90,89
72,58,62,83
1,96,63,28
16,49,64,71
18,94,87,77
90,50,4,81
19,88,23,31
62,4,44,24
65,2,40,58
92,22,47,87
65,2,40,81
97,34,56,35
68,53,22,86
82,34,71,34
17,55,47,86
18,20,8,95
61,18,14,1
78,93,85,59
77,29,57,32
51,26,24,39
61,90,19,22
50,6,39,81
67,54,30,38
74,20,36,67
80,86,2,98
16,39,92,86
82,17,89,81
99,74,30,28
28,70,98,53
58,95,41,71
46,22,26,57
27,2,7,22
97,35,99,23
1,68,48,1
76,12,17,98
68,68,82,37
72,37,77,1
70,35,61,87
31,16,1,20
9,9,12,45
81,22,91,87
30,22,100,79
60,74,63,12
22,24,68,77
80,37,60,57
14,92,58,46
75,12,45,24
36,59,91,17
5,10,23,5
40,94,32,27
10,70,66,80
7,31,89,63
41,67,0,72
92,38,2,0
17,28,29,44
27,13,21,38
64,8,82,34
98,90,78,70
61,3,16,7
39,67,46,39
89,94,41,5
55,77,64,88
13,88,91,47
82,81,26,68
80,69,82,46
91,53,3,34
65,86,79,24
46,68,12,56
57,90,15,61
65,38,40,87
90,26,30,48
67,8,71,11
77,16,13,6
36,93,27,89
51,95,95,63
87,72,94,57
99,43,10,61
53,34,40,0
10,37,88,12
45,19,22,9
59,13,74,54
43,6,82,61
42,81,96,60
89,84,36,5
93,35,12,64
100,80,0,12
34,21,87,73
65,64,7,91
10,68,45,69
70,88,12,96
27,52,74,90
57,63,89,93
30,81,84,41
83,55,24,65
80,29,19,14
66,74,48,79
47,31,3,72
78,26,28,84
45,11,91,94
83,45,16,20
7,14,85,3
86,50,29,3
53,77,30,69
85,59,59,61
10,74,66,73
9,81,84,64
98,26,13,52
97,39,7,33
63,93,92,26
98,16,6,35
99,54,67,34
66,73,33,24
27,91,3,23
9,65,26,48
60,46,47,83
23,19,16,77
29,17,93,69
54,78,80,65
77,71,68,56
73,31,47,62
67,57,76,78
74,7,23,64
21,94,87,49
79,30,22,7
21,1,44,38
31,24,84,54
91,82,2,83
0,12,17,34
63,62,79,76
41,71,25,89
39,91,1,61
64,91,18,96
55,86,33,30
75,15,39,96
18,62,85,15
80,94,25,25
22,26,64,60
16,2,89,20
19,15,37,65
64,83,27,88
97,63,55,87
16,37,39,79
77,43,79,41
73,6,26,87
74,96,61,8
31,67,3,81
90,14,55,53
21,18,56,26
76,9,57,69
9,76,72,13
95,3,37,15
98,10,41,94
91,52,3,19
49,56,26,27
28,81,73,36
11,60,16,67
82,3,5,23
54,93,8,66
60,48,95,96
25,15,52,24
36,44,93,63
41,80,57,68
91,15,77,28
54,23,69,11
15,59,76,57
12,59,40,57
100,93,30,47
1,6,3,24
49,98,55,4
3,97,88,0
27,62,79,95
0,64,77,33
99,3,41,16
52,33,12,68
34,53,59,78
64,76,89,56
14,53,84,49
81,79,61,70
8,27,24,9
4,23,50,17
1,98,97,2
86,17,32,60
97,19,21,1
93,71,25,85
36,43,9,59
35,96,78,56
13,73,100,64
48,73,23,60
3,87,70,13
55,13,87,73
66,37,42,31
77,43,71,28
31,91,7,88
84,48,22,81
65,27,59,19
86,10,17,53
38,12,90,58
72,28,60,60
87,33,80,24
96,70,11,8
71,0,96,92
58,76,93,11
77,48,64,63
30,91,4,97
31,93,82,18
22,94,68,72
88,44,50,90
67,33,27,25
5,62,19,75
35,58,70,71
58,38,34,25
7,8,24,99
80,10,28,98
77,77,63,96
72,76,17,77
61,79,73,25
23,34,40,33
15,49,54,71
2,62,40,31
90,24,7,80
40,39,8,56
11,57,87,66
100,35,93,82
58,60,35,80
47,6,46,16
34,28,18,34
46,85,6,29
29,54,5,0
41,82,50,51
57,82,37,66
53,50,69,3
18,11,97,44
3,39,19,41
22,63,77,70
22,26,65,73
20,58,71,75
40,90,33,53
32,30,46,73
84,89,68,59
27,18,20,97
37,9,36,79
84,80,80,67
83,84,70,28
35,23,24,96
17,88,91,92
84,8,73,53
60,19,95,5
29,28,41,6
20,100,65,98
6,95,29,72
20,87,27,80
63,94,96,49
4,16,36,86
95,9,100,55
56,52,38,72
1,17,29,71
7,51,52,25
84,91,39,8
34,95,72,37
49,15,87,71
17,86,13,0
41,14,4,86
72,70,50,31
69,55,61,6
93,51,72,25
43,76,70,0
75,53,13,84
46,31,18,100
92,75,18,2
22,40,11,34
76,54,57,65
11,42,65,8
73,46,21,98
36,84,4,27
99,44,0,35
17,99,54,5
77,31,82,43
58,27,100,69
55,66,33,50
94,26,44,35
66,43,24,5
95,18,59,18
88,7,32,50
9,83,79,72
82,38,97,83
49,16,28,17
89,11,90,8
24,31,60,84
42,60,24,40
99,75,50,55
93,32,21,11
15,75,74,35
15,40,48,80
37,45,8,27
47,92,88,65
60,79,57,87
46,13,37,82
22,74,14,40
35,36,83,74
94,88,44,25
39,91,39,43
59,45,86,44
67,93,58,1
49,65,78,98
